item_id,Entity_id,event_timestamp,device_type_t,visitor_session_c,visitor_id,redirection_source_t,item_unit_price_a,product_type_c,department_n
E4637,43177,2020-01-15T19:49:00.000+05:30,web,J04271,D3712,google,220.5,F251,beauty
E9363,27674,2020-10-15T14:18:00.000+05:30,web,I70390,D8970,youtube,476.5,I834,collectibles
E9363,41409,2020-12-15T19:22:00.000+05:30,web,I25199,F2550,google,476.5,I834,collectibles
F0017,20695,2020-01-15T01:19:00.000+05:30,web,I97713,B9903,google,2233.5,B0412,collectibles
F3906,23192,2020-03-15T12:17:00.000+05:30,android,J47180,D2294,linkedin,5929.5,J086,electronics
F3921,36102,2020-03-15T17:33:00.000+05:30,android,J39057,F8693,google,588.5,C874,baby
F5998,19717,2020-02-15T10:59:00.000+05:30,android,J25973,I419,facebook,4525.0,E458,beauty
F5998,19866,2020-02-15T02:02:00.000+05:30,android,J25973,I419,linkedin,4525.0,E458,beauty
F5998,19833,2020-02-15T02:01:00.000+05:30,android,J25973,I419,facebook,4525.0,E458,beauty
F7118,38689,2020-09-15T18:26:00.000+05:30,android,J61525,H1869,google,444.5,E188,apps & games
F7118,43976,2020-03-15T20:03:00.000+05:30,android,J41180,D6771,google,444.5,E188,apps & games
F7118,43854,2020-03-15T20:01:00.000+05:30,android,J41180,D6771,google,444.5,E188,apps & games
G1565,43761,2020-12-15T19:59:00.000+05:30,web,I58490,E5218,youtube,41563.5,F403,furniture
G8210,21416,2020-12-15T12:36:00.000+05:30,web,I44144,B8447,youtube,1248.0,C163,baby
G8210,20832,2020-12-15T12:23:00.000+05:30,web,I44144,B8447,linkedin,1248.0,C163,baby
G8210,21436,2020-12-15T12:37:00.000+05:30,web,I44144,B8447,youtube,1248.0,C163,baby
G8210,20816,2020-12-15T12:23:00.000+05:30,web,I44144,B8447,linkedin,1248.0,C163,baby
G8210,21003,2020-12-15T12:27:00.000+05:30,web,I44144,B8447,google,1248.0,C163,baby
G955,33474,2020-09-15T16:31:00.000+05:30,android,J63573,C0488,linkedin,259.0,E850,computers & accessories
H1238,40160,2020-12-15T18:58:00.000+05:30,web,I61781,F5785,google,46400.0,H92,collectibles
H6379,11158,2020-04-15T08:01:00.000+05:30,android,J71197,F859,youtube,704.0,J959,books
I1873,16942,2020-09-15T10:05:00.000+05:30,android,J64979,F3419,facebook,884.0,E292,clothing & accessories
I6536,29880,2020-02-15T15:12:00.000+05:30,android,J20014,C5779,linkedin,1593.5,H791,furniture
I6536,28343,2020-12-15T14:36:00.000+05:30,web,I57701,C5378,linkedin,1593.5,H791,furniture
J1428,27954,2020-12-15T14:25:00.000+05:30,web,I52811,I4129,google,11200.0,I817,electronics
J269,5107,2020-12-15T01:54:00.000+05:30,web,I41523,B9112,facebook,530.5,C835,furniture
J6177,5232,2020-01-15T01:59:00.000+05:30,web,J06376,I0664,linkedin,1658.5,J041,garden & outdoors
B03833,13124,2020-03-15T08:51:00.000+05:30,android,J48533,F3050,google,1052.5,C724,apps & games
B07157,31981,2020-02-15T15:56:00.000+05:30,web,J07794,E4739,facebook,220.5,D604,computers & accessories
B12412,18899,2020-10-15T10:40:00.000+05:30,web,I8421,H7684,youtube,50.5,E673,beauty
B25639,40218,2020-12-15T18:59:00.000+05:30,web,I61781,F5785,facebook,4662.0,C738,furniture
B28375,38250,2020-10-15T18:18:00.000+05:30,web,I70947,F8760,youtube,4608.0,F403,apps & games
D5222,22335,2020-09-15T09:56:00.000+05:30,android,J63821,F1829,google,2368.5,F276,apps & games
E4526,22015,2020-05-15T05:49:00.000+05:30,android,J90640,C3390,youtube,864.0,B0497,books
F5837,20954,2020-01-15T01:26:00.000+05:30,web,I87942,B0934,facebook,8035.0,B0269,collectibles
G131,21684,2020-12-15T12:43:00.000+05:30,web,I51185,F6720,linkedin,3499.0,E763,computers & accessories
G131,21794,2020-12-15T12:44:00.000+05:30,web,I51185,F6720,google,3499.0,E763,computers & accessories
G131,21824,2020-12-15T12:45:00.000+05:30,web,I51185,F6720,linkedin,3499.0,E763,computers & accessories
G131,41190,2020-11-15T19:18:00.000+05:30,web,I23683,B750,facebook,3499.0,E763,computers & accessories
G131,6781,2020-10-15T04:02:00.000+05:30,web,I76462,D6357,facebook,3499.0,E763,computers & accessories
G131,6690,2020-10-15T03:52:00.000+05:30,web,I76462,D6357,facebook,3499.0,E763,computers & accessories
G131,44756,2020-10-15T20:19:00.000+05:30,web,I84334,F8588,facebook,3499.0,E763,computers & accessories
I4711,16752,2020-03-15T10:02:00.000+05:30,android,J29692,H2964,youtube,793.5,C065,furniture
I4711,16761,2020-03-15T10:02:00.000+05:30,android,J29692,H2964,youtube,793.5,C065,furniture
J0081,28070,2020-12-15T14:28:00.000+05:30,web,I25138,C8409,linkedin,3569.5,D606,baby
J7955,882,2020-12-15T00:13:00.000+05:30,web,I48203,F2733,google,899.0,E799,collectibles
B01553,36681,2020-11-15T17:47:00.000+05:30,web,I1532,H6381,linkedin,928.0,E933,clothing & accessories
B01553,41510,2020-11-15T19:23:00.000+05:30,web,I17826,I7481,youtube,928.0,E933,clothing & accessories
B01553,43286,2020-03-15T19:51:00.000+05:30,android,J43301,H2923,youtube,928.0,E933,clothing & accessories
B09074,1459,2020-04-15T00:22:00.000+05:30,android,J70682,D1618,linkedin,3165.0,J337,collectibles
B09074,33127,2020-10-15T16:22:00.000+05:30,web,I84162,G6860,youtube,3165.0,J337,collectibles
B09074,36441,2020-12-15T17:41:00.000+05:30,web,I47526,C239,facebook,3165.0,J337,collectibles
B09074,25181,2020-10-15T13:13:00.000+05:30,web,I64053,E4791,linkedin,3165.0,J337,collectibles
B09074,36476,2020-12-15T17:42:00.000+05:30,web,I47526,C239,youtube,3165.0,J337,collectibles
B1662,15890,2020-03-15T09:45:00.000+05:30,android,J40867,C4116,youtube,1920.0,G33,books
B1662,15636,2020-03-15T09:41:00.000+05:30,android,J40867,C4116,facebook,1920.0,G33,books
B19290,31337,2020-01-15T15:43:00.000+05:30,web,I8903,D1767,youtube,14394.0,C844,electronics
B19290,31369,2020-01-15T15:44:00.000+05:30,web,I8903,D1767,facebook,14394.0,C844,electronics
B19290,31128,2020-01-15T15:39:00.000+05:30,web,I8903,D1767,facebook,14394.0,C844,electronics
B19290,31382,2020-01-15T15:44:00.000+05:30,web,I8903,D1767,youtube,14394.0,C844,electronics
B19290,31400,2020-01-15T15:44:00.000+05:30,web,I8903,D1767,youtube,14394.0,C844,electronics
B19290,31646,2020-01-15T15:49:00.000+05:30,web,I8903,D1767,facebook,14394.0,C844,electronics
B21496,46121,2020-12-15T20:43:00.000+05:30,web,I41224,H2454,google,37248.0,C607,computers & accessories
B32486,18555,2020-12-15T10:33:00.000+05:30,web,I47367,E9592,google,7680.0,G239,baby
B449,32655,2020-12-15T16:09:00.000+05:30,web,I34862,J1446,youtube,272.0,B457,books
C2006,10235,2020-12-15T07:33:00.000+05:30,web,I51507,H1689,youtube,185.5,B0036,collectibles
C4166,9540,2020-03-15T07:13:00.000+05:30,android,J40373,C4801,google,1350.5,B741,baby
C4166,48179,2020-11-15T21:10:00.000+05:30,web,H94525,D3739,facebook,1350.5,B741,baby
C4166,19992,2020-05-15T05:04:00.000+05:30,android,J93812,I6012,pinterest,1350.5,B741,baby
C4166,20330,2020-05-15T05:05:00.000+05:30,android,J93812,I6012,pinterest,1350.5,B741,baby
C4166,48091,2020-11-15T21:09:00.000+05:30,web,H94525,D3739,linkedin,1350.5,B741,baby
C7511,25423,2020-11-15T13:20:00.000+05:30,web,H95183,E8249,twitter,374.0,I81,clothing & accessories
C7977,47114,2020-02-15T20:56:00.000+05:30,web,J08515,C0714,linkedin,15648.5,D432,apps & games
C7977,47055,2020-02-15T20:56:00.000+05:30,web,J08515,C0714,facebook,15648.5,D432,apps & games
D2333,24248,2020-02-15T12:47:00.000+05:30,android,J19415,I8581,youtube,1520.0,C829,apps & games
E0416,23383,2020-10-15T12:22:00.000+05:30,web,I69905,B7625,google,1699.0,B0264,clothing & accessories
E0416,20563,2020-11-15T11:16:00.000+05:30,web,I20539,I6777,youtube,1699.0,B0264,clothing & accessories
E0416,36339,2020-11-15T17:39:00.000+05:30,web,H94244,C9941,linkedin,1699.0,B0264,clothing & accessories
E3217,46903,2020-12-15T20:54:00.000+05:30,web,I61537,G4244,youtube,777.5,F611,clothing & accessories
E5613,5634,2020-01-15T02:22:00.000+05:30,web,I96927,G0951,google,1152.0,E036,furniture
E5613,26237,2020-11-15T13:42:00.000+05:30,web,H98703,C5592,twitter,1152.0,E036,furniture
E5613,22346,2020-12-15T12:56:00.000+05:30,web,I44144,B8447,facebook,1152.0,E036,furniture
G9166,23206,2020-12-15T12:17:00.000+05:30,web,I29450,B8329,youtube,4320.0,E125,books
H4751,1365,2020-09-15T00:21:00.000+05:30,android,J67958,F4321,facebook,31968.0,J172,furniture
I0321,26136,2020-09-15T13:39:00.000+05:30,android,J55968,G5635,youtube,1198.0,J404,furniture
J1852,43890,2020-04-15T20:02:00.000+05:30,android,J75966,D3106,facebook,19680.0,J10,apps & games
J1852,9449,2020-12-15T07:10:00.000+05:30,web,I57592,G0361,google,19680.0,J10,apps & games
J1852,13195,2020-01-15T08:52:00.000+05:30,web,J06526,I0298,facebook,19680.0,J10,apps & games
B03445,34358,2020-03-15T16:51:00.000+05:30,android,J37537,G303,youtube,1995.5,H071,furniture
B04490,37325,2020-02-15T18:02:00.000+05:30,web,J09006,E8305,youtube,6271.0,C504,furniture
B06792,18723,2020-11-15T10:36:00.000+05:30,web,I03923,C4767,youtube,192.0,D125,clothing & accessories
B06844,27239,2020-05-15T14:06:00.000+05:30,android,J9537,D4941,pinterest,256.0,E500,garden & outdoors
B06844,8248,2020-12-15T06:20:00.000+05:30,web,I50992,D706,google,256.0,E500,garden & outdoors
B07991,21151,2020-12-15T12:30:00.000+05:30,web,I51185,F6720,google,256.0,C874,apps & games
B08321,8327,2020-02-15T06:24:00.000+05:30,web,J10096,E2968,youtube,465.0,J68,furniture
B15253,2812,2020-04-15T00:44:00.000+05:30,android,J85515,H0269,youtube,1237.5,F163,computers & accessories
B21566,8599,2020-11-15T06:36:00.000+05:30,web,H95048,I7769,twitter,144.0,J900,beauty
B21566,11501,2020-05-15T08:10:00.000+05:30,android,J93775,G8399,pinterest,144.0,J900,beauty
B21566,8581,2020-11-15T06:35:00.000+05:30,web,H95048,I7769,twitter,144.0,J900,beauty
C1623,26120,2020-02-15T13:39:00.000+05:30,web,J07986,G3760,youtube,4264.5,F164,electronics
D1231,43413,2020-01-15T19:53:00.000+05:30,web,I99878,G207,linkedin,1350.0,D055,electronics
D2994,23198,2020-12-15T12:17:00.000+05:30,web,I59748,B6633,google,10748.5,C874,baby
D2994,30832,2020-10-15T15:33:00.000+05:30,web,I86847,J1486,linkedin,10748.5,C874,baby
D5625,20991,2020-05-15T05:27:00.000+05:30,android,J89304,D4014,google,3608.0,F783,books
D5625,5585,2020-02-15T02:18:00.000+05:30,web,J10338,H8110,youtube,3608.0,F783,books
E0179,17041,2020-11-15T10:06:00.000+05:30,web,I10248,I8427,youtube,20427.0,F529,computers & accessories
E3589,30965,2020-03-15T15:36:00.000+05:30,android,J29143,H0153,google,160.0,J07,garden & outdoors
E6958,4066,2020-03-15T01:16:00.000+05:30,android,J47641,H0771,facebook,39.0,C874,garden & outdoors
F2207,19365,2020-11-15T10:50:00.000+05:30,web,I03923,C4767,facebook,1273.5,C167,garden & outdoors
F4937,7514,2020-11-15T05:21:00.000+05:30,web,I03809,I9954,youtube,11456.0,J015,computers & accessories
G6217,9709,2020-01-15T07:17:00.000+05:30,web,J00563,I6108,facebook,985.5,H92,furniture
H9527,10931,2020-03-15T07:56:00.000+05:30,android,J39104,I768,facebook,3168.0,D928,furniture
H9527,22297,2020-03-15T03:55:00.000+05:30,android,J47878,C2250,youtube,3168.0,D928,furniture
H9527,6472,2020-10-15T03:26:00.000+05:30,web,I73690,D8512,google,3168.0,D928,furniture
H9527,6498,2020-10-15T03:29:00.000+05:30,web,I73690,D8512,facebook,3168.0,D928,furniture
I4270,15816,2020-03-15T09:44:00.000+05:30,android,J28071,I5366,google,1568.0,F506,electronics
I4270,15722,2020-03-15T09:43:00.000+05:30,android,J28071,I5366,facebook,1568.0,F506,electronics
J0326,28522,2020-01-15T14:41:00.000+05:30,web,J01804,D4913,youtube,5376.0,I584,baby
J0326,28625,2020-01-15T14:43:00.000+05:30,web,J01804,D4913,google,5376.0,I584,baby
J7026,27874,2020-11-15T14:23:00.000+05:30,web,I13415,G893,youtube,302.0,E220,books
J7026,10483,2020-11-15T07:42:00.000+05:30,web,H9511,G7600,twitter,302.0,E220,books
J7026,44428,2020-05-15T20:12:00.000+05:30,android,J91492,B9189,pinterest,302.0,E220,books
B09407,23685,2020-12-15T12:30:00.000+05:30,web,I42089,H7917,google,476.5,F78,collectibles
B09407,8388,2020-11-15T06:28:00.000+05:30,web,I10887,H7917,google,476.5,F78,collectibles
B09407,23645,2020-12-15T12:29:00.000+05:30,web,I42089,H7917,linkedin,476.5,F78,collectibles
B1161,34056,2020-11-15T16:44:00.000+05:30,web,I07955,D8368,youtube,19872.0,C577,computers & accessories
B16188,23265,2020-11-15T12:19:00.000+05:30,web,I0732,H4934,facebook,316.5,E098,baby
B16188,23287,2020-11-15T12:19:00.000+05:30,web,I0732,H4934,youtube,316.5,E098,baby
B21265,7742,2020-09-15T05:44:00.000+05:30,android,J52581,F8443,youtube,22368.0,J309,books
B22599,23224,2020-11-15T12:17:00.000+05:30,web,I08248,H1147,youtube,336.0,J031,collectibles
B2467,15150,2020-02-15T09:31:00.000+05:30,android,J25751,J405,facebook,716.5,F654,collectibles
B2467,15095,2020-02-15T09:30:00.000+05:30,android,J25751,J405,facebook,716.5,F654,collectibles
B2467,15533,2020-10-15T09:38:00.000+05:30,web,I77467,F3447,google,716.5,F654,collectibles
B2467,15043,2020-02-15T09:29:00.000+05:30,android,J25751,J405,google,716.5,F654,collectibles
B2467,30436,2020-12-15T15:25:00.000+05:30,web,I36350,B132,linkedin,716.5,F654,collectibles
B2467,17081,2020-11-15T10:07:00.000+05:30,web,I14894,B113,youtube,716.5,F654,collectibles
B27105,23359,2020-10-15T12:21:00.000+05:30,web,I75965,G7504,facebook,152.0,B736,furniture
B27105,23320,2020-10-15T12:20:00.000+05:30,web,I75965,G7504,google,152.0,B736,furniture
B28001,45705,2020-11-15T20:36:00.000+05:30,web,H95872,C1960,linkedin,1064.0,C827,baby
B30630,22643,2020-12-15T12:03:00.000+05:30,web,I29450,B8329,youtube,2598.0,G702,garden & outdoors
C1173,33555,2020-10-15T16:32:00.000+05:30,web,I86407,E3995,facebook,1238.0,C720,baby
C1173,31983,2020-01-15T15:56:00.000+05:30,web,I89523,F1492,google,1238.0,C720,baby
C2472,11264,2020-03-15T08:04:00.000+05:30,android,J36261,C0448,youtube,1856.0,I189,electronics
D657,302,2020-09-15T00:04:00.000+05:30,android,J59041,F3899,google,1433.5,C371,computers & accessories
D657,382,2020-09-15T00:05:00.000+05:30,android,J59041,F3899,linkedin,1433.5,C371,computers & accessories
G0147,12546,2020-12-15T08:37:00.000+05:30,web,I39732,F4199,youtube,5536.0,B0099,apps & games
H5187,15137,2020-01-15T09:31:00.000+05:30,web,J06142,D1908,linkedin,3778.5,F276,computers & accessories
H5187,23513,2020-11-15T12:25:00.000+05:30,web,I19039,B8016,youtube,3778.5,F276,computers & accessories
H5187,5402,2020-01-15T02:08:00.000+05:30,web,J04681,I8880,youtube,3778.5,F276,computers & accessories
H5187,23388,2020-11-15T12:22:00.000+05:30,web,I19039,B8016,linkedin,3778.5,F276,computers & accessories
H5187,23472,2020-11-15T12:24:00.000+05:30,web,I19039,B8016,facebook,3778.5,F276,computers & accessories
H5187,20244,2020-10-15T10:09:00.000+05:30,web,I65271,C0524,google,3778.5,F276,computers & accessories
I1368,9372,2020-11-15T07:07:00.000+05:30,web,I16067,G0070,google,408.0,H715,apps & games
I1368,9374,2020-11-15T07:07:00.000+05:30,web,I16067,G0070,google,408.0,H715,apps & games
I1368,9354,2020-11-15T07:07:00.000+05:30,web,I16067,G0070,google,408.0,H715,apps & games
I1368,9329,2020-11-15T07:06:00.000+05:30,web,I16067,G0070,google,408.0,H715,apps & games
I1368,9330,2020-11-15T07:06:00.000+05:30,web,I16067,G0070,google,408.0,H715,apps & games
I1368,30191,2020-02-15T15:19:00.000+05:30,android,J22269,B9779,linkedin,408.0,H715,apps & games
I1368,30175,2020-02-15T15:18:00.000+05:30,android,J22269,B9779,linkedin,408.0,H715,apps & games
I1368,9366,2020-11-15T07:07:00.000+05:30,web,I16067,G0070,google,408.0,H715,apps & games
J2645,26900,2020-11-15T13:58:00.000+05:30,web,I07171,D4217,linkedin,1116.5,I898,computers & accessories
J2645,24016,2020-12-15T12:40:00.000+05:30,web,I38327,D4217,google,1116.5,I898,computers & accessories
J2645,24043,2020-12-15T12:40:00.000+05:30,web,I38327,D4217,youtube,1116.5,I898,computers & accessories
J2645,24300,2020-12-15T12:48:00.000+05:30,web,I38327,D4217,youtube,1116.5,I898,computers & accessories
J5740,35522,2020-05-15T17:19:00.000+05:30,android,J9509,F8434,pinterest,960.0,D050,collectibles
J5740,35352,2020-05-15T17:16:00.000+05:30,android,J9509,F8434,pinterest,960.0,D050,collectibles
B10575,15684,2020-05-15T09:42:00.000+05:30,android,J94890,G6467,pinterest,16720.0,C457,clothing & accessories
B12376,9895,2020-01-15T07:22:00.000+05:30,web,I92002,B4507,youtube,1836.5,B712,apps & games
B14095,49936,2020-11-15T21:38:00.000+05:30,web,I13027,F2032,youtube,956.5,B049,collectibles
B14095,45313,2020-05-15T20:30:00.000+05:30,android,J95118,F4910,pinterest,956.5,B049,collectibles
B14095,35404,2020-11-15T17:16:00.000+05:30,web,H94765,D6782,linkedin,956.5,B049,collectibles
B14095,4596,2020-12-15T01:33:00.000+05:30,web,I59545,F2553,linkedin,956.5,B049,collectibles
B14095,16665,2020-10-15T10:00:00.000+05:30,web,I76282,F7088,google,956.5,B049,collectibles
B14095,4622,2020-12-15T01:34:00.000+05:30,web,I59545,F2553,facebook,956.5,B049,collectibles
B14095,541,2020-11-15T00:07:00.000+05:30,web,H93905,H3423,linkedin,956.5,B049,collectibles
B14095,21144,2020-12-15T12:30:00.000+05:30,web,I30337,H9640,google,956.5,B049,collectibles
B14095,20480,2020-12-15T12:14:00.000+05:30,web,I47523,D7881,linkedin,956.5,B049,collectibles
B14095,456,2020-11-15T00:06:00.000+05:30,web,H93905,H3423,facebook,956.5,B049,collectibles
B14095,24591,2020-03-15T12:56:00.000+05:30,android,J29840,F7560,youtube,956.5,B049,collectibles
B14095,36040,2020-05-15T17:31:00.000+05:30,android,J88324,B3163,linkedin,956.5,B049,collectibles
B14095,41547,2020-04-15T19:24:00.000+05:30,android,J69541,I6006,linkedin,956.5,B049,collectibles
B14095,13106,2020-09-15T08:50:00.000+05:30,android,J52197,E3233,facebook,956.5,B049,collectibles
B14095,40456,2020-11-15T19:04:00.000+05:30,web,I03329,F7462,google,956.5,B049,collectibles
B8865,36141,2020-12-15T17:34:00.000+05:30,web,I47526,C239,google,470.0,J268,apps & games
B8865,15750,2020-10-15T09:43:00.000+05:30,web,I7816,G0045,facebook,470.0,J268,apps & games
C0179,30817,2020-05-15T15:33:00.000+05:30,android,J86726,B2977,linkedin,46784.0,B943,electronics
C0179,13495,2020-05-15T08:59:00.000+05:30,android,J96116,F828,pinterest,46784.0,B943,electronics
C0179,37416,2020-11-15T18:03:00.000+05:30,web,I04158,G0127,google,46784.0,B943,electronics
C0179,12093,2020-12-15T08:27:00.000+05:30,web,I39426,H252,facebook,46784.0,B943,electronics
C0179,3639,2020-11-15T01:05:00.000+05:30,web,H97884,I7652,twitter,46784.0,B943,electronics
C0179,6156,2020-03-15T03:01:00.000+05:30,android,J42453,B9118,google,46784.0,B943,electronics
C0179,6256,2020-03-15T03:10:00.000+05:30,android,J42453,B9118,facebook,46784.0,B943,electronics
C0179,9727,2020-09-15T07:18:00.000+05:30,android,J59022,I2600,youtube,46784.0,B943,electronics
C0179,30953,2020-05-15T15:36:00.000+05:30,android,J86726,B2977,google,46784.0,B943,electronics
C0179,14013,2020-12-15T09:09:00.000+05:30,web,I38477,G0413,youtube,46784.0,B943,electronics
C0179,13040,2020-05-15T08:49:00.000+05:30,android,J96116,F828,pinterest,46784.0,B943,electronics
C0179,43948,2020-12-15T20:03:00.000+05:30,web,I42394,H3438,youtube,46784.0,B943,electronics
C0179,37210,2020-05-15T18:00:00.000+05:30,android,J87114,E9448,facebook,46784.0,B943,electronics
C3097,47129,2020-03-15T20:57:00.000+05:30,android,J42273,I9349,facebook,8064.0,F164,electronics
C6512,25116,2020-10-15T13:12:00.000+05:30,web,I78017,F9669,google,11200.0,B671,furniture
C6512,25161,2020-10-15T13:13:00.000+05:30,web,I78017,F9669,google,11200.0,B671,furniture
C6512,45255,2020-01-15T20:29:00.000+05:30,web,J01033,J1015,youtube,11200.0,B671,furniture
C6512,20994,2020-03-15T03:27:00.000+05:30,android,J45934,J0402,facebook,11200.0,B671,furniture
C6512,33739,2020-03-15T16:36:00.000+05:30,android,J36949,C6705,linkedin,11200.0,B671,furniture
C6512,1512,2020-11-15T00:23:00.000+05:30,web,H93524,J090,twitter,11200.0,B671,furniture
C6512,33383,2020-11-15T16:28:00.000+05:30,web,I18764,F5237,youtube,11200.0,B671,furniture
C6512,45213,2020-01-15T20:28:00.000+05:30,web,J01033,J1015,google,11200.0,B671,furniture
D3472,46862,2020-12-15T20:53:00.000+05:30,web,I47786,J0035,linkedin,476.5,F622,beauty
D3472,494086,2020-01-23T10:48:00.000+05:30,iphone,I92478,B3609,facebook,476.5,F622,beauty
D9840,13656,2020-12-15T09:02:00.000+05:30,web,I43638,H9058,facebook,2588.5,I832,clothing & accessories
D9840,8564,2020-11-15T06:34:00.000+05:30,web,I12266,C6032,youtube,2588.5,I832,clothing & accessories
E3540,6986,2020-02-15T04:30:00.000+05:30,android,J21451,E7901,linkedin,1140.0,B957,collectibles
E3540,6791,2020-12-15T04:04:00.000+05:30,web,I49294,F733,google,1140.0,B957,collectibles
E3540,24560,2020-04-15T12:56:00.000+05:30,android,J77975,E8262,facebook,1140.0,B957,collectibles
E3540,29341,2020-02-15T15:00:00.000+05:30,android,J24978,H301,google,1140.0,B957,collectibles
E3540,19485,2020-10-15T10:54:00.000+05:30,web,I78118,G9005,google,1140.0,B957,collectibles
