item_id,Entity_id,event_timestamp,device_type_t,visitor_session_c,visitor_id,redirection_source_t,item_unit_price_a,product_type_c,department_n
B19290,35447,2023-11-15T17:17:00.000+05:30,web,H87680,D1767,linkedin,14394.0,C844,electronics
B19290,31337,2020-01-15T15:43:00.000+05:30,web,I8903,D1767,youtube,14394.0,C844,electronics
B19290,31369,2020-01-15T15:44:00.000+05:30,web,I8903,D1767,facebook,14394.0,C844,electronics
B19290,31128,2020-01-15T15:39:00.000+05:30,web,I8903,D1767,facebook,14394.0,C844,electronics
B19290,3081,2023-03-15T00:51:00.000+05:30,android,H13453,J0128,google,14394.0,C844,electronics
B19290,31382,2020-01-15T15:44:00.000+05:30,web,I8903,D1767,youtube,14394.0,C844,electronics
B19290,2436,2023-03-15T00:37:00.000+05:30,android,H13453,J0128,youtube,14394.0,C844,electronics
B19290,35056,2022-12-15T17:09:00.000+05:30,iphone,C93277,C6305,linkedin,14394.0,C844,electronics
B19290,27432,2023-11-15T14:11:00.000+05:30,iphone,F43054,F1226,youtube,14394.0,C844,electronics
B19290,12350,2022-03-15T08:33:00.000+05:30,iphone,E55935,I1468,youtube,14394.0,C844,electronics
B19290,35128,2023-11-15T17:11:00.000+05:30,web,H87680,D1767,facebook,14394.0,C844,electronics
B19290,31400,2020-01-15T15:44:00.000+05:30,web,I8903,D1767,youtube,14394.0,C844,electronics
B19290,31646,2020-01-15T15:49:00.000+05:30,web,I8903,D1767,facebook,14394.0,C844,electronics
B20747,749,2022-02-15T00:10:00.000+05:30,iphone,E27210,I9954,facebook,11478.0,C607,furniture
B20747,641,2022-02-15T00:09:00.000+05:30,iphone,E27210,I9954,youtube,11478.0,C607,furniture
B21496,39141,2022-10-15T18:36:00.000+05:30,iphone,D23109,H2099,youtube,37248.0,C607,computers & accessories
B21496,7965,2021-10-15T20:00:00.000+05:30,iphone,B024716,I6937,linkedin,37248.0,C607,computers & accessories
B21496,30505,2023-03-15T15:27:00.000+05:30,android,G86796,B9457,linkedin,37248.0,C607,computers & accessories
B21496,30677,2023-03-15T15:30:00.000+05:30,android,G86796,B9457,youtube,37248.0,C607,computers & accessories
B21496,42906,2022-02-15T19:44:00.000+05:30,iphone,E22950,E6598,google,37248.0,C607,computers & accessories
B21496,48359,2023-11-15T21:13:00.000+05:30,iphone,F3375,B9457,linkedin,37248.0,C607,computers & accessories
B21496,30302,2023-03-15T15:22:00.000+05:30,android,G86796,B9457,youtube,37248.0,C607,computers & accessories
B21496,46121,2020-12-15T20:43:00.000+05:30,web,I41224,H2454,google,37248.0,C607,computers & accessories
B21496,42971,2022-02-15T19:45:00.000+05:30,iphone,E22950,E6598,google,37248.0,C607,computers & accessories
B21496,30303,2023-03-15T15:22:00.000+05:30,android,G86796,B9457,youtube,37248.0,C607,computers & accessories
B21496,30680,2023-03-15T15:30:00.000+05:30,android,G86796,B9457,linkedin,37248.0,C607,computers & accessories
B21496,43071,2022-02-15T19:47:00.000+05:30,iphone,E22950,E6598,linkedin,37248.0,C607,computers & accessories
B30779,47208,2021-07-15T07:17:00.000+05:30,iphone,B052758,I676,youtube,12512.0,D642,clothing & accessories
C0243,13791,2023-11-15T09:05:00.000+05:30,web,H88225,D451,twitter,81350.0,B0331,garden & outdoors
C7977,47114,2020-02-15T20:56:00.000+05:30,web,J08515,C0714,linkedin,15648.5,D432,apps & games
C7977,47055,2020-02-15T20:56:00.000+05:30,web,J08515,C0714,facebook,15648.5,D432,apps & games
C9229,40629,2022-10-15T19:08:00.000+05:30,iphone,D10255,C6903,linkedin,13376.0,B617,books
D0812,7069,2021-11-15T10:41:00.000+05:30,iphone,C54539,C4254,pinterest,12672.0,I367,clothing & accessories
D0812,2851,2022-12-15T00:45:00.000+05:30,iphone,C72846,E2850,youtube,12672.0,I367,clothing & accessories
D0812,40676,2021-02-15T07:17:00.000+05:30,iphone,B53105,C4254,google,12672.0,I367,clothing & accessories
D0812,7029,"",iphone,C54539,C4254,youtube,12672.0,I367,clothing & accessories
D2478,12624,2023-03-15T08:39:00.000+05:30,android,H01541,H1394,google,12480.0,B0408,books
D2478,33147,2021-01-15T07:48:00.000+05:30,iphone,B25993,H9268,youtube,12480.0,B0408,books
D2478,35498,2021-01-15T07:56:00.000+05:30,iphone,B19433,I1531,facebook,12480.0,B0408,books
G2411,28693,2021-12-15T07:12:00.000+05:30,iphone,B78021,J926,facebook,45536.0,D642,apps & games
H4751,1365,2020-09-15T00:21:00.000+05:30,android,J67958,F4321,facebook,31968.0,J172,furniture
J1852,43890,2020-04-15T20:02:00.000+05:30,android,J75966,D3106,facebook,19680.0,J10,apps & games
J1852,14749,2023-11-15T09:22:00.000+05:30,iphone,F37420,C019,youtube,19680.0,J10,apps & games
J1852,13837,2023-11-15T09:06:00.000+05:30,iphone,F37420,C019,facebook,19680.0,J10,apps & games
J1852,14883,2022-03-15T09:25:00.000+05:30,iphone,E56071,D6220,facebook,19680.0,J10,apps & games
J1852,20393,2021-02-15T15:14:00.000+05:30,iphone,B44381,I4332,facebook,19680.0,J10,apps & games
J1852,12646,2023-11-15T08:40:00.000+05:30,web,H89374,F1331,facebook,19680.0,J10,apps & games
J1852,9449,2020-12-15T07:10:00.000+05:30,web,I57592,G0361,google,19680.0,J10,apps & games
J1852,45632,2022-12-15T20:35:00.000+05:30,iphone,C70793,H3246,facebook,19680.0,J10,apps & games
J1852,12577,2023-11-15T08:38:00.000+05:30,web,H89374,F1331,facebook,19680.0,J10,apps & games
J1852,45487,2022-12-15T20:33:00.000+05:30,iphone,C70793,H3246,youtube,19680.0,J10,apps & games
J1852,13195,2020-01-15T08:52:00.000+05:30,web,J06526,I0298,facebook,19680.0,J10,apps & games
B02942,18048,2023-10-15T10:23:00.000+05:30,iphone,G27474,C7544,youtube,27184.5,I064,books
B02942,18000,2023-10-15T10:22:00.000+05:30,iphone,G27474,C7544,youtube,27184.5,I064,books
B02942,17984,2023-10-15T10:22:00.000+05:30,iphone,G27474,C7544,google,27184.5,I064,books
B16034,37957,2022-02-15T18:12:00.000+05:30,iphone,E18389,F6188,google,17689.5,E328,clothing & accessories
B16034,11385,2022-10-15T08:07:00.000+05:30,iphone,D25872,G4975,pinterest,17689.5,E328,clothing & accessories
B16034,12196,2022-10-15T08:29:00.000+05:30,iphone,D25872,G4975,youtube,17689.5,E328,clothing & accessories
D2994,25443,2021-03-15T10:27:00.000+05:30,iphone,B87195,G5627,google,10748.5,C874,baby
D2994,44916,2022-11-15T20:23:00.000+05:30,iphone,D95921,I8369,google,10748.5,C874,baby
D2994,23198,2020-12-15T12:17:00.000+05:30,web,I59748,B6633,google,10748.5,C874,baby
D2994,31957,2021-12-15T12:54:00.000+05:30,iphone,B69480,B8734,youtube,10748.5,C874,baby
D2994,30832,2020-10-15T15:33:00.000+05:30,web,I86847,J1486,linkedin,10748.5,C874,baby
D3952,44953,2022-10-15T20:23:00.000+05:30,iphone,D11928,B4456,pinterest,27200.0,G483,garden & outdoors
E0179,17041,2020-11-15T10:06:00.000+05:30,web,I10248,I8427,youtube,20427.0,F529,computers & accessories
E0179,44775,2021-11-15T07:11:00.000+05:30,android,B015978,D7076,google,20427.0,F529,computers & accessories
F4937,7514,2020-11-15T05:21:00.000+05:30,web,I03809,I9954,youtube,11456.0,J015,computers & accessories
F4937,19901,2022-01-15T01:02:00.000+05:30,iphone,D68054,I9954,linkedin,11456.0,J015,computers & accessories
F4937,1505,2022-02-15T00:23:00.000+05:30,iphone,E27210,I9954,google,11456.0,J015,computers & accessories
H5199,45627,2022-02-15T20:35:00.000+05:30,iphone,E16169,B8763,youtube,40128.0,H187,beauty
J6129,37183,2022-12-15T17:59:00.000+05:30,iphone,C90470,C1500,pinterest,40000.0,F193,books
J6129,37265,2022-12-15T18:01:00.000+05:30,iphone,C90470,C1500,linkedin,40000.0,F193,books
B1161,3053,2023-12-15T00:50:00.000+05:30,iphone,F87372,H4697,linkedin,19872.0,C577,computers & accessories
B1161,2916,2023-12-15T00:47:00.000+05:30,iphone,F87372,H4697,google,19872.0,C577,computers & accessories
B1161,35464,2022-03-15T17:17:00.000+05:30,iphone,E44330,E5497,facebook,19872.0,C577,computers & accessories
B1161,39446,2021-07-15T15:04:00.000+05:30,iphone,B065259,H7498,facebook,19872.0,C577,computers & accessories
B1161,34056,2020-11-15T16:44:00.000+05:30,web,I07955,D8368,youtube,19872.0,C577,computers & accessories
B1161,34968,2023-09-15T17:07:00.000+05:30,android,H26793,G9811,facebook,19872.0,C577,computers & accessories
B1161,11201,2021-01-15T15:30:00.000+05:30,iphone,B17885,D9737,youtube,19872.0,C577,computers & accessories
B1161,34817,2023-09-15T17:02:00.000+05:30,android,H26793,G9811,facebook,19872.0,C577,computers & accessories
B14388,5509,2023-11-15T02:13:00.000+05:30,iphone,F48607,B752,youtube,12697.5,F036,garden & outdoors
B21265,7742,2020-09-15T05:44:00.000+05:30,android,J52581,F8443,youtube,22368.0,J309,books
B2654,48649,2023-11-15T21:17:00.000+05:30,iphone,F19876,D0,facebook,18557.0,D561,beauty
B2654,47860,2023-11-15T21:06:00.000+05:30,iphone,F19876,D0,google,18557.0,D561,beauty
B2654,48665,2023-11-15T21:17:00.000+05:30,iphone,F19876,D0,facebook,18557.0,D561,beauty
B2654,45206,2023-11-15T20:28:00.000+05:30,iphone,F19876,D0,linkedin,18557.0,D561,beauty
B2654,45436,2023-11-15T20:32:00.000+05:30,iphone,F19876,D0,youtube,18557.0,D561,beauty
J4505,63,2022-02-15T00:00:00.000+05:30,iphone,E27210,I9954,facebook,17344.0,G077,clothing & accessories
J4505,346,2022-02-15T00:04:00.000+05:30,iphone,E27210,I9954,google,17344.0,G077,clothing & accessories
B10575,15684,2020-05-15T09:42:00.000+05:30,android,J94890,G6467,pinterest,16720.0,C457,clothing & accessories
B29598,29488,2023-11-15T15:03:00.000+05:30,iphone,F31597,F180,google,33886.0,G275,clothing & accessories
C0179,30817,2020-05-15T15:33:00.000+05:30,android,J86726,B2977,linkedin,46784.0,B943,electronics
C0179,19628,2022-04-15T10:57:00.000+05:30,iphone,E84736,E7180,facebook,46784.0,B943,electronics
C0179,19696,2023-10-15T10:59:00.000+05:30,android,G46413,G4183,google,46784.0,B943,electronics
C0179,13495,2020-05-15T08:59:00.000+05:30,android,J96116,F828,pinterest,46784.0,B943,electronics
C0179,28535,2021-01-15T15:34:00.000+05:30,iphone,B14460,E6469,facebook,46784.0,B943,electronics
C0179,37416,2020-11-15T18:03:00.000+05:30,web,I04158,G0127,google,46784.0,B943,electronics
C0179,35703,2023-10-15T17:23:00.000+05:30,android,G53915,H5232,youtube,46784.0,B943,electronics
C0179,6749,2021-05-15T03:57:00.000+05:30,iphone,C64794,F8206,linkedin,46784.0,B943,electronics
C0179,12093,2020-12-15T08:27:00.000+05:30,web,I39426,H252,facebook,46784.0,B943,electronics
C0179,3639,2020-11-15T01:05:00.000+05:30,web,H97884,I7652,twitter,46784.0,B943,electronics
C0179,44973,2022-03-15T20:24:00.000+05:30,iphone,E65482,H0847,facebook,46784.0,B943,electronics
C0179,6156,2020-03-15T03:01:00.000+05:30,android,J42453,B9118,google,46784.0,B943,electronics
C0179,25205,2021-01-15T15:14:00.000+05:30,iphone,B16779,B5705,facebook,46784.0,B943,electronics
C0179,2205,2022-01-15T00:33:00.000+05:30,iphone,D40466,H3878,facebook,46784.0,B943,electronics
C0179,48468,2021-04-15T15:04:00.000+05:30,iphone,C20281,B6684,facebook,46784.0,B943,electronics
C0179,6256,2020-03-15T03:10:00.000+05:30,android,J42453,B9118,facebook,46784.0,B943,electronics
C0179,32528,2023-09-15T16:06:00.000+05:30,android,H23381,H8886,facebook,46784.0,B943,electronics
C0179,44038,2023-08-15T20:05:00.000+05:30,web,H45943,D8195,twitter,46784.0,B943,electronics
C0179,22247,2023-12-15T12:54:00.000+05:30,iphone,F97923,D828,facebook,46784.0,B943,electronics
C0179,9727,2020-09-15T07:18:00.000+05:30,android,J59022,I2600,youtube,46784.0,B943,electronics
C0179,31740,2023-11-15T15:50:00.000+05:30,iphone,F24901,E1895,youtube,46784.0,B943,electronics
C0179,12737,2021-07-15T13:20:00.000+05:30,iphone,B059947,F6518,youtube,46784.0,B943,electronics
C0179,6050,2023-02-15T02:50:00.000+05:30,android,G77135,B8154,youtube,46784.0,B943,electronics
C0179,30953,2020-05-15T15:36:00.000+05:30,android,J86726,B2977,google,46784.0,B943,electronics
C0179,6177,2021-05-15T20:44:00.000+05:30,iphone,C69890,I5855,linkedin,46784.0,B943,electronics
C0179,2054,2021-11-15T07:48:00.000+05:30,iphone,C45935,I3638,facebook,46784.0,B943,electronics
C0179,2051,2021-11-15T07:55:00.000+05:30,iphone,C45935,I3638,linkedin,46784.0,B943,electronics
C0179,14013,2020-12-15T09:09:00.000+05:30,web,I38477,G0413,youtube,46784.0,B943,electronics
C0179,44029,2022-03-15T20:05:00.000+05:30,iphone,E65265,E1622,youtube,46784.0,B943,electronics
C0179,48323,2021-04-15T15:32:00.000+05:30,iphone,C20281,B6684,facebook,46784.0,B943,electronics
C0179,13040,2020-05-15T08:49:00.000+05:30,android,J96116,F828,pinterest,46784.0,B943,electronics
C0179,43948,2020-12-15T20:03:00.000+05:30,web,I42394,H3438,youtube,46784.0,B943,electronics
C0179,26823,2021-12-15T07:51:00.000+05:30,iphone,B68316,E7965,linkedin,46784.0,B943,electronics
C0179,37210,2020-05-15T18:00:00.000+05:30,android,J87114,E9448,facebook,46784.0,B943,electronics
C0179,5211,2021-01-15T07:01:00.000+05:30,iphone,B085161,B8066,youtube,46784.0,B943,electronics
C6512,25258,2022-11-15T13:16:00.000+05:30,iphone,D97999,H0733,facebook,11200.0,B671,furniture
C6512,19465,2022-01-15T10:53:00.000+05:30,iphone,D48718,G4151,facebook,11200.0,B671,furniture
C6512,44374,2021-06-15T13:21:00.000+05:30,iphone,B081366,E3688,linkedin,11200.0,B671,furniture
C6512,18581,2021-01-15T15:15:00.000+05:30,iphone,B20757,G6536,facebook,11200.0,B671,furniture
C6512,25116,2020-10-15T13:12:00.000+05:30,web,I78017,F9669,google,11200.0,B671,furniture
C6512,19641,2022-01-15T10:57:00.000+05:30,iphone,D48718,G4151,youtube,11200.0,B671,furniture
C6512,655,2021-10-15T07:10:00.000+05:30,iphone,C18381,H9268,linkedin,11200.0,B671,furniture
C6512,19651,2022-01-15T10:58:00.000+05:30,iphone,D48718,G4151,linkedin,11200.0,B671,furniture
C6512,28003,2023-10-15T14:27:00.000+05:30,iphone,G31538,G1045,facebook,11200.0,B671,furniture
C6512,25161,2020-10-15T13:13:00.000+05:30,web,I78017,F9669,google,11200.0,B671,furniture
C6512,47789,2023-08-15T21:05:00.000+05:30,web,H58833,H8815,twitter,11200.0,B671,furniture
C6512,47031,"",iphone,C05925,F235,linkedin,11200.0,B671,furniture
C6512,38720,2023-07-15T18:27:00.000+05:30,web,H66554,G8851,twitter,11200.0,B671,furniture
C6512,37819,2023-02-15T18:09:00.000+05:30,android,G67170,I5234,google,11200.0,B671,furniture
C6512,37067,2022-04-15T17:57:00.000+05:30,iphone,E99716,B5857,youtube,11200.0,B671,furniture
C6512,9499,2022-03-15T07:03:00.000+05:30,iphone,E54334,H9268,youtube,11200.0,B671,furniture
C6512,10471,2023-11-15T07:42:00.000+05:30,web,H87610,B3949,twitter,11200.0,B671,furniture
C6512,45255,2020-01-15T20:29:00.000+05:30,web,J01033,J1015,youtube,11200.0,B671,furniture
C6512,35350,2023-10-15T17:16:00.000+05:30,android,G51291,F2870,linkedin,11200.0,B671,furniture
C6512,900,"",iphone,C18381,H9268,pinterest,11200.0,B671,furniture
C6512,25376,2022-11-15T13:19:00.000+05:30,iphone,D97999,H0733,youtube,11200.0,B671,furniture
C6512,24973,2023-03-15T13:07:00.000+05:30,android,G8995,E605,youtube,11200.0,B671,furniture
C6512,20994,2020-03-15T03:27:00.000+05:30,android,J45934,J0402,facebook,11200.0,B671,furniture
C6512,39350,2023-11-15T18:40:00.000+05:30,iphone,F42834,C3380,youtube,11200.0,B671,furniture
C6512,9652,2022-03-15T07:16:00.000+05:30,iphone,E54334,H9268,google,11200.0,B671,furniture
C6512,28096,2023-10-15T14:29:00.000+05:30,iphone,G31538,G1045,google,11200.0,B671,furniture
C6512,37143,2022-04-15T17:58:00.000+05:30,iphone,E99716,B5857,google,11200.0,B671,furniture
C6512,33840,2021-12-15T07:17:00.000+05:30,iphone,B71980,I3177,google,11200.0,B671,furniture
C6512,33739,2020-03-15T16:36:00.000+05:30,android,J36949,C6705,linkedin,11200.0,B671,furniture
C6512,47977,2023-11-15T21:08:00.000+05:30,iphone,F38879,I7444,linkedin,11200.0,B671,furniture
C6512,27787,2021-11-15T11:14:00.000+05:30,android,B013046,B9547,facebook,11200.0,B671,furniture
C6512,37396,2021-08-15T07:17:00.000+05:30,iphone,B045111,H3041,youtube,11200.0,B671,furniture
C6512,1512,2020-11-15T00:23:00.000+05:30,web,H93524,J090,twitter,11200.0,B671,furniture
C6512,33383,2020-11-15T16:28:00.000+05:30,web,I18764,F5237,youtube,11200.0,B671,furniture
C6512,25288,2022-11-15T13:17:00.000+05:30,iphone,D97999,H0733,facebook,11200.0,B671,furniture
C6512,45213,2020-01-15T20:28:00.000+05:30,web,J01033,J1015,google,11200.0,B671,furniture
C6512,17692,2023-07-15T10:17:00.000+05:30,web,H71248,G9616,facebook,11200.0,B671,furniture
C6512,39273,2023-11-15T18:39:00.000+05:30,iphone,F42834,C3380,youtube,11200.0,B671,furniture
C6512,19862,2022-01-15T01:02:00.000+05:30,iphone,D48718,G4151,youtube,11200.0,B671,furniture
C6512,28392,2023-10-15T14:37:00.000+05:30,iphone,G31538,G1045,youtube,11200.0,B671,furniture
C6512,17712,2023-07-15T10:17:00.000+05:30,web,H71248,G9616,linkedin,11200.0,B671,furniture
C6512,19873,2023-03-15T03:02:00.000+05:30,android,G85660,F6003,google,11200.0,B671,furniture
C6512,2235,2021-06-15T15:06:00.000+05:30,iphone,B076078,I3959,youtube,11200.0,B671,furniture
D8791,12693,2023-10-15T08:41:00.000+05:30,android,G46284,D0667,google,12160.0,G505,electronics
F2349,3040,2022-01-15T00:50:00.000+05:30,iphone,D613,G8784,youtube,35158.0,G077,beauty
F2349,3080,2022-01-15T00:51:00.000+05:30,iphone,D613,G8784,pinterest,35158.0,G077,beauty
F4788,9928,2020-01-15T07:23:00.000+05:30,web,J00563,I6108,youtube,36480.0,D893,electronics
F4788,45319,2023-07-15T20:30:00.000+05:30,web,H74495,C0862,twitter,36480.0,D893,electronics
F4788,9821,2020-01-15T07:21:00.000+05:30,web,J00563,I6108,google,36480.0,D893,electronics
F4788,10020,2020-01-15T07:26:00.000+05:30,web,J00563,I6108,google,36480.0,D893,electronics
F4788,3026,2021-12-15T15:07:00.000+05:30,iphone,B71641,E3343,youtube,36480.0,D893,electronics
H7593,4096,2020-02-15T01:17:00.000+05:30,android,J18347,D0446,linkedin,10528.0,C953,clothing & accessories
J5898,29715,2023-10-15T15:08:00.000+05:30,android,G43197,B2958,facebook,21998.5,D451,apps & games
B1028,39297,2021-07-15T03:57:00.000+05:30,iphone,B067002,E8884,google,58848.0,D642,clothing & accessories
B1028,47270,2023-02-15T20:59:00.000+05:30,android,G74346,F1016,youtube,58848.0,D642,clothing & accessories
B30300,7901,"",iphone,B70720,H7107,google,22172.5,F06,garden & outdoors
G4567,27916,2021-11-15T07:25:00.000+05:30,iphone,C54994,E9577,linkedin,29408.0,B943,furniture
G4567,31911,2023-03-15T15:54:00.000+05:30,android,G97085,H8353,linkedin,29408.0,B943,furniture
G4567,17674,2020-02-15T10:16:00.000+05:30,android,J27384,H6568,youtube,29408.0,B943,furniture
G4567,44524,2020-02-15T20:14:00.000+05:30,android,J16353,F4155,google,29408.0,B943,furniture
I1201,45153,2021-05-15T13:18:00.000+05:30,iphone,C60955,I9349,pinterest,82368.0,E742,books
I8060,22700,2022-10-15T12:04:00.000+05:30,iphone,D29118,B5254,youtube,12896.0,J086,collectibles
I8060,25266,2023-10-15T13:16:00.000+05:30,iphone,G36248,B2871,linkedin,12896.0,J086,collectibles
I8060,30319,2020-03-15T15:22:00.000+05:30,android,J42610,D9323,facebook,12896.0,J086,collectibles
I8060,22728,2022-10-15T12:04:00.000+05:30,iphone,D29118,B5254,pinterest,12896.0,J086,collectibles
I8060,25775,2023-11-15T13:30:00.000+05:30,iphone,F1965,D2378,google,12896.0,J086,collectibles
I8060,25546,2022-03-15T13:24:00.000+05:30,iphone,E47342,C7614,google,12896.0,J086,collectibles
I8060,25763,2023-11-15T13:30:00.000+05:30,iphone,F1965,D2378,linkedin,12896.0,J086,collectibles
I8060,35669,2020-01-15T17:22:00.000+05:30,web,J01921,D4120,facebook,12896.0,J086,collectibles
J2877,7496,2023-02-15T05:19:00.000+05:30,android,G80636,I2130,google,56000.0,H207,computers & accessories
J2877,47873,2020-11-15T21:06:00.000+05:30,web,I1610,G6221,youtube,56000.0,H207,computers & accessories
J2877,26275,2020-12-15T13:43:00.000+05:30,web,I27305,C2216,youtube,56000.0,H207,computers & accessories
B2134,41929,2022-01-15T19:31:00.000+05:30,iphone,D33115,H6558,linkedin,12160.0,J113,beauty
B2134,41926,2022-01-15T19:31:00.000+05:30,iphone,D33115,H6558,pinterest,12160.0,J113,beauty
B2134,41805,2022-01-15T19:29:00.000+05:30,iphone,D33115,H6558,youtube,12160.0,J113,beauty
B2563,29231,2022-12-15T14:57:00.000+05:30,iphone,C96635,I7686,pinterest,12736.0,G957,apps & games
C0813,28290,2022-01-15T14:34:00.000+05:30,iphone,D3203,E4355,linkedin,56928.0,D184,beauty
C0813,28192,2022-01-15T14:32:00.000+05:30,iphone,D3203,E4355,youtube,56928.0,D184,beauty
C0813,28214,2022-01-15T14:32:00.000+05:30,iphone,D3203,E4355,linkedin,56928.0,D184,beauty
C0813,28332,2022-02-15T14:36:00.000+05:30,iphone,E09581,C2379,google,56928.0,D184,beauty
D1493,31011,2023-10-15T15:37:00.000+05:30,iphone,G27185,B2142,google,36556.5,B119,collectibles
